hcp,tier,region,specialty
37974,2,region_73,General practicioner
37991,1,region_3,Internal medicine / pneumology
37995,2,region_59,Internal medicine
38024,1,region_122,Internal medicine / pneumology
38034,2,region_66,Internal medicine
38035,1,region_182,Internal medicine / pneumology
38101,2,region_158,Internal medicine
38159,1,region_75,Internal medicine / pneumology
38223,3,region_191,Internal medicine
38240,2,region_154,Internal medicine
38251,3,region_72,General practicioner
38259,2,region_142,Internal medicine
38266,2,region_3,Internal medicine
38270,3,region_109,Internal medicine
38272,2,region_164,Internal medicine
38273,1,region_89,Internal medicine / pneumology
38309,1,region_113,General practicioner
38310,2,region_129,Internal medicine
38314,2,region_73,Internal medicine
38323,3,region_131,Internal medicine
38330,3,region_191,Internal medicine
38334,1,region_123,Internal medicine / pneumology
38353,2,region_110,Internal medicine
38354,2,region_193,General practicioner
38372,2,region_143,General practicioner
38390,2,region_183,General practicioner
38392,2,region_11,General practicioner
38408,1,region_156,Internal medicine / pneumology
38418,1,region_172,Internal medicine / pneumology
38438,2,region_157,General practicioner
38443,2,region_111,General practicioner
38449,2,region_3,General practicioner
38456,3,region_112,General practicioner
38458,2,region_68,Internal medicine and general practicioner
38465,3,region_106,General practicioner
38474,2,region_80,Internal medicine
38480,2,region_155,Internal medicine
38505,2,region_125,Internal medicine / pneumology
38524,3,region_137,General practicioner
38528,2,region_155,General practicioner
38545,1,region_129,Internal medicine / pneumology
38573,2,region_124,Internal medicine
38597,2,region_1,Internal medicine
38602,1,region_170,Internal medicine / pneumology
38607,2,region_157,General practicioner
38614,2,region_154,General practicioner
38616,2,region_128,General practicioner
38638,1,region_114,Internal medicine / pneumology
38643,1,region_150,Internal medicine / pneumology
38646,2,region_77,General practicioner
38654,2,region_46,General practicioner
38657,3,region_160,General practicioner
38661,2,region_1,General practicioner
38666,2,region_150,General practicioner
38673,2,region_194,Internal medicine
38698,3,region_72,General practicioner
38703,3,region_134,General practicioner
38729,2,region_198,Internal medicine
38742,2,region_74,Internal medicine and general practicioner
38746,2,region_54,Internal medicine
38764,2,region_108,General practicioner
38767,3,region_72,General practicioner
38778,2,region_109,General practicioner
38806,1,region_132,Internal medicine / pneumology
38840,2,region_143,Internal medicine
38861,2,region_160,General practicioner
38865,2,region_139,General practicioner
38889,1,region_97,Internal medicine
38891,2,region_94,General practicioner
38894,3,region_191,Internal medicine
38899,2,region_200,Internal medicine and general practicioner
38903,1,region_147,Internal medicine / pneumology
38918,2,region_57,General practicioner
38920,1,region_14,Internal medicine / pneumology
38925,2,region_105,Internal medicine
38943,2,region_186,Internal medicine
38960,2,region_173,Internal medicine / pneumology
38972,1,region_184,Internal medicine / pneumology
38976,1,region_181,Internal medicine / pneumology
39001,1,region_167,Internal medicine
39007,1,region_36,Internal medicine / pneumology
39012,1,region_188,Internal medicine / pneumology
39050,2,region_64,Internal medicine
39056,2,region_170,Internal medicine
39060,1,region_67,Internal medicine / pneumology
39078,1,region_92,Internal medicine / pneumology
39111,1,region_35,Internal medicine / pneumology
39134,2,region_82,General practicioner
39139,2,region_94,General practicioner
39180,1,region_123,Internal medicine / pneumology
39191,1,region_189,Internal medicine / pneumology
39199,2,region_11,General practicioner
39200,2,region_97,Internal medicine
39205,2,region_152,Internal medicine
39218,1,region_66,Internal medicine / pneumology
39220,2,region_9,Internal medicine
39222,2,region_13,Internal medicine
39257,1,region_163,Internal medicine / pneumology
39281,2,region_94,General practicioner
39289,2,region_71,General practicioner
39296,1,region_174,Internal medicine / pneumology
39310,1,region_63,Internal medicine / pneumology
39332,1,region_72,Internal medicine / pneumology
39335,1,region_134,Internal medicine / pneumology
39345,2,region_155,General practicioner
39357,2,region_137,Internal medicine
39359,2,region_15,General practicioner
39362,2,region_88,Internal medicine
39367,2,region_198,General practicioner
39373,2,region_62,Internal medicine
39375,1,region_106,Internal medicine / pneumology
39377,1,region_126,Internal medicine / pneumology
39382,1,region_184,Internal medicine / pneumology
39390,2,region_32,General practicioner
39399,2,region_37,General practicioner
39403,2,region_167,Internal medicine
39408,2,region_67,Internal medicine
39413,1,region_71,Internal medicine / pneumology
39434,1,region_106,Internal medicine / pneumology
39436,2,region_155,Internal medicine
39440,2,region_41,Internal medicine
39442,2,region_183,General practicioner
39455,2,region_178,General practicioner
39475,2,region_167,General practicioner
39476,2,region_49,Internal medicine
39481,2,region_98,General practicioner
39484,3,region_166,General practicioner
39509,2,region_157,General practicioner
39527,1,region_196,Internal medicine / pneumology
39533,2,region_35,Internal medicine
39548,2,region_45,General practicioner
39583,1,region_181,Internal medicine / pneumology
39617,2,region_108,General practicioner
39653,1,region_45,Internal medicine / pneumology
39666,1,region_115,Internal medicine / pneumology
39671,1,region_33,Internal medicine / pneumology
39678,2,region_42,General practicioner
39681,1,region_31,Internal medicine / pneumology
39689,1,region_65,Internal medicine / pneumology
39700,2,region_198,General practicioner
39711,2,region_96,Internal medicine
39721,1,region_119,Internal medicine
39733,2,region_198,General practicioner
39761,2,region_90,Internal medicine
39782,1,region_53,Internal medicine / pneumology
39786,2,region_110,General practicioner
39787,2,region_143,General practicioner
39788,2,region_42,General practicioner
39802,1,region_94,Internal medicine / pneumology
39824,2,region_147,Internal medicine
39851,1,region_149,Internal medicine / pneumology
39852,1,region_154,Internal medicine / pneumology
39872,2,region_38,Internal medicine
39884,1,region_24,Internal medicine / pneumology
39909,1,region_182,Internal medicine / pneumology
39929,1,region_123,Internal medicine / pneumology
39946,1,region_188,Internal medicine / pneumology
39949,1,region_93,Internal medicine / pneumology
39966,1,region_154,Internal medicine / pneumology
39969,2,region_152,Internal medicine
39972,1,region_61,Internal medicine / pneumology
39989,1,region_91,Internal medicine / pneumology
39992,1,region_24,Internal medicine / pneumology
39993,1,region_24,Internal medicine / pneumology
40000,1,region_172,Internal medicine / pneumology
40010,1,region_154,Internal medicine / pneumology
40034,2,region_153,Internal medicine
40037,1,region_114,Internal medicine / pneumology
40040,2,region_30,General practicioner
40043,1,region_105,Internal medicine / pneumology
40053,1,region_72,Internal medicine / pneumology
40071,1,region_59,Internal medicine / pneumology
40080,1,region_187,Internal medicine / pneumology
40088,2,region_15,Internal medicine
40126,1,region_179,Internal medicine / pneumology
40132,2,region_110,General practicioner
40133,2,region_54,Internal medicine
40141,1,region_83,Internal medicine / pneumology
40155,2,region_69,General practicioner
40174,2,region_200,Internal medicine
40183,2,region_1,General practicioner
40188,2,region_138,General practicioner
40193,2,region_131,General practicioner
40209,2,region_69,General practicioner
40219,3,region_72,General practicioner
40224,2,region_111,Internal medicine
40226,2,region_70,General practicioner
40230,2,region_74,General practicioner
40245,1,region_199,Internal medicine / pneumology
40260,1,region_102,Internal medicine / pneumology
40264,2,region_171,Internal medicine
40265,1,region_103,Internal medicine / pneumology
40275,2,region_167,General practicioner
40287,2,region_200,Internal medicine and general practicioner
40292,2,region_13,Internal medicine
40299,2,region_75,Internal medicine
40318,2,region_44,General practicioner
40358,2,region_150,General practicioner
40363,2,region_1,Internal medicine
40375,2,region_124,General practicioner
40413,3,region_166,Internal medicine
40433,2,region_177,Internal medicine
40436,2,region_58,General practicioner
40441,2,region_14,Internal medicine
40459,3,region_131,Internal medicine
40461,2,region_69,General practicioner
40467,2,region_1,General practicioner
40470,2,region_122,Internal medicine
40484,2,region_110,General practicioner
40491,2,region_90,Internal medicine
40495,2,region_28,Internal medicine
40497,2,region_150,General practicioner
40498,3,region_127,General practicioner
40500,1,region_197,Internal medicine / pneumology
40509,2,region_154,General practicioner
40511,2,region_2,General practicioner
40545,2,region_177,General practicioner
40554,2,region_110,General practicioner
40576,2,region_110,General practicioner
40598,3,region_112,General practicioner
40619,2,region_88,General practicioner
40657,2,region_36,Internal medicine
40662,1,region_168,Internal medicine / pneumology
40663,2,region_94,General practicioner
40668,2,region_71,General practicioner
40672,1,region_173,Internal medicine / pneumology
40700,3,region_112,General practicioner
40703,2,region_197,General practicioner
40705,1,region_87,Internal medicine / pneumology
40710,3,region_36,Internal medicine
40717,2,region_174,General practicioner
40723,1,region_73,Internal medicine / pneumology
40732,2,region_158,Internal medicine
40735,1,region_131,Internal medicine / pneumology
40737,2,region_57,General practicioner
40750,2,region_196,General practicioner
40752,2,region_57,Internal medicine
40765,2,region_69,Internal medicine
40772,2,region_101,General practicioner
40788,1,region_191,Internal medicine / pneumology
40790,2,region_88,Internal medicine
40807,1,region_172,Internal medicine / pneumology
40808,1,region_113,Internal medicine / pneumology
40809,1,region_8,Internal medicine / pneumology
40818,1,region_155,Internal medicine
40823,1,region_146,Internal medicine / pneumology
40831,1,region_52,Internal medicine / pneumology
40849,1,region_134,Internal medicine / pneumology
40863,1,region_191,Internal medicine
40865,1,region_9,Internal medicine / pneumology
40867,2,region_30,Internal medicine
40873,2,region_7,General practicioner
40886,1,region_4,Internal medicine / pneumology
40891,1,region_78,Internal medicine / pneumology
40901,1,region_18,Internal medicine / pneumology
40911,1,region_94,Internal medicine / pneumology
40912,1,region_96,Internal medicine / pneumology
40917,1,region_107,Internal medicine / pneumology
40918,1,region_109,Internal medicine
40926,1,region_121,Internal medicine / pneumology
40931,1,region_151,Internal medicine / pneumology
40953,2,region_73,Internal medicine
40966,2,region_132,Internal medicine
40974,3,region_109,General practicioner
