hcp,population,area,pci16,pci18,Internal medicine,Internal medicine / pneumology,General practicioner,Internal medicine and general practicioner,Pediatrician,hcp,tier,region,specialty
24560,310970,1880.20151759,47511.92217428117,49662.107411031626,155,3,188,10,42,24560,2,region_183,General practicioner
24583,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,24583,2,region_198,General practicioner
24606,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,24606,1,region_39,Internal medicine / pneumology
24614,310970,1880.20151759,47511.92217428117,49662.107411031626,155,3,188,10,42,24614,2,region_183,Internal medicine and general practicioner
24621,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,24621,1,region_179,Internal medicine / pneumology
24627,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,24627,3,region_131,Internal medicine
24632,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,24632,1,region_131,Internal medicine / pneumology
24636,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,24636,3,region_118,General practicioner
24640,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,24640,2,region_110,Internal medicine
24658,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,24658,1,region_83,Internal medicine / pneumology
24659,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,24659,1,region_110,Internal medicine / pneumology
24666,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,24666,1,region_90,Internal medicine / pneumology
24678,351807,495.716787085,41728.04162883929,42871.90103369104,221,16,175,2,68,24678,2,region_149,General practicioner
24680,516859,7269.26011098,36031.93428078067,38376.51658116495,347,12,255,1,85,24680,2,region_54,Internal medicine
24697,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,24697,2,region_1,Internal medicine
24727,484396,771.9334331700001,41064.42127819379,41593.11849693459,394,26,227,4,93,24727,1,region_102,Internal medicine / pneumology
24777,292017,280.26742946,49133.82303998121,50753.50174243016,233,17,137,0,30,24777,1,region_161,Internal medicine / pneumology
24779,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,24779,2,region_69,Internal medicine
24796,391532,3316.75517724,47519.70816595854,49510.326313550206,293,13,298,5,84,24796,1,region_167,Internal medicine / pneumology
24806,308241,156.10671718999998,42698.6,44586.08,318,30,216,2,65,24806,2,region_114,Internal medicine
24861,482893,3898.254462595,38438.67922370908,40617.00756959213,246,17,234,1,54,24861,1,region_188,Internal medicine / pneumology
24865,447190,1992.02559693,41782.23299439513,43361.63633421085,244,5,245,2,85,24865,1,region_116,Internal medicine / pneumology
24867,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,24867,1,region_74,Internal medicine / pneumology
24888,316807,3603.3811201,41629.98865230625,42975.82194855097,266,14,226,5,48,24888,1,region_18,Internal medicine / pneumology
24889,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,24889,1,region_150,Internal medicine / pneumology
24941,323713,3780.938178465,45305.47325376525,47016.396650179406,155,6,227,7,29,24941,1,region_82,Internal medicine / pneumology
24947,320450,119.34311882000002,47853.29181840482,49044.01277342743,285,30,198,6,33,24947,1,region_63,Internal medicine / pneumology
24967,470772,1997.63901393,45921.003861056335,47021.37710281745,306,23,240,0,59,24967,2,region_62,Internal medicine / pneumology
24973,473457,8718.030077984999,36758.69272740207,38772.71331839056,276,26,251,2,67,24973,2,region_189,Internal medicine / pneumology
24981,290274,230.311262695,38727.460773319886,39733.89795811521,282,14,135,6,42,24981,1,region_71,Internal medicine
24986,320450,119.34311882000002,47853.29181840482,49044.01277342743,285,30,198,6,33,24986,1,region_63,Internal medicine / pneumology
24996,338885,1762.4693887249998,45571.692847022576,46663.394874316575,114,3,155,2,26,24996,1,region_26,Internal medicine
25024,299274,1390.91898579,45579.18946596061,48213.45323919848,142,4,163,1,29,25024,2,region_156,General practicioner
25030,338417,3708.777236195,38747.41077767074,41145.64904023545,259,18,161,1,55,25030,2,region_97,General practicioner
25038,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,25038,2,region_140,Internal medicine
25050,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,25050,2,region_11,General practicioner
25083,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,25083,2,region_45,General practicioner
25085,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,25085,2,region_39,General practicioner
25110,338417,3708.777236195,38747.41077767074,41145.64904023545,259,18,161,1,55,25110,1,region_97,Internal medicine / pneumology
25121,329601,1475.592368275,47762.70492140293,49450.83335672065,158,9,196,1,40,25121,1,region_119,Internal medicine
25122,295104,1515.2463563699998,37587.76570942719,39899.804520287806,183,9,149,0,52,25122,2,region_120,General practicioner
25131,526171,12386.29314317,38058.94303442134,39595.49276780699,379,16,264,0,64,25131,1,region_165,Internal medicine / pneumology
25135,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,25135,1,region_96,Internal medicine / pneumology
25153,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,25153,1,region_109,Internal medicine / pneumology
25160,291799,674.3729127050001,43691.516939022775,45418.82096023784,192,22,141,1,39,25160,2,region_117,General practicioner
25168,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,25168,2,region_11,General practicioner
25179,295956,1878.760803545,40585.45837633292,42669.553031252726,129,13,176,1,42,25179,2,region_172,General practicioner
25200,304137,1761.98402793,57500.496969715896,62612.034029647366,100,3,186,3,42,25200,3,region_195,General practicioner
25230,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,25230,2,region_38,General practicioner
25240,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,25240,2,region_155,Internal medicine
25248,423341,154.47548644,38652.12994183328,41107.59671458673,340,15,243,3,71,25248,2,region_154,Internal medicine / pneumology
25250,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,25250,2,region_150,General practicioner
25254,292821,3998.229471045,40826.40342396384,42864.63498607209,130,8,152,2,24,25254,1,region_29,Internal medicine / pneumology
25256,320570,801.38097818,41114.92,42843.64,227,18,167,0,82,25256,1,region_126,Internal medicine / pneumology
25267,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,25267,2,region_68,General practicioner
25268,394741,1285.75708184,40764.27991706653,41856.11769050817,445,22,237,5,112,25268,1,region_176,Internal medicine / pneumology
25273,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,25273,2,region_1,General practicioner
25282,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,25282,2,region_69,General practicioner
25284,377517,5009.831310565,42745.55931878676,44445.65818379169,250,10,225,3,46,25284,2,region_91,General practicioner
25287,378215,2413.69235525,44553.2197051116,46376.73492976648,247,8,237,7,41,25287,2,region_14,Internal medicine
25290,400723,2105.438750675,43428.46785897859,44575.5590026938,185,12,180,5,37,25290,1,region_16,Internal medicine / pneumology
25322,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,25322,1,region_147,Internal medicine / pneumology
25323,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,25323,2,region_138,General practicioner
25328,382877,402.354224945,38901.654186582455,39573.72335237399,458,25,166,3,95,25328,2,region_105,Internal medicine
25336,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,25336,2,region_200,Internal medicine
25340,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,25340,2,region_52,Internal medicine
25341,543989,730.58755008,47906.89504039801,49401.83082252559,326,26,212,1,58,25341,2,region_142,Internal medicine / pneumology
25342,379268,1300.084429985,51331.47202909552,54701.5147903046,217,13,195,1,58,25342,2,region_70,General practicioner
25344,299023,2730.297744985,45032.26508563141,46906.03781300078,142,1,211,1,28,25344,2,region_81,General practicioner
25374,310970,1880.20151759,47511.92217428117,49662.107411031626,155,3,188,10,42,25374,2,region_183,Internal medicine and general practicioner
25377,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,25377,2,region_155,General practicioner
25388,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,25388,2,region_11,General practicioner
25390,290982,433.42087367,45046.7489711906,47004.237201665805,141,7,157,2,56,25390,2,region_129,Internal medicine
25392,292821,3998.229471045,40826.40342396384,42864.63498607209,130,8,152,2,24,25392,2,region_29,General practicioner
25404,309483,136.71853883,38649.24,41105.12,130,3,140,0,37,25404,2,region_6,Internal medicine
25409,306165,2858.031053665,50220.94344420296,54501.69478240106,99,6,189,8,18,25409,2,region_169,Internal medicine and general practicioner
25422,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,25422,1,region_49,Internal medicine / pneumology
25442,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,25442,2,region_96,Internal medicine
25446,526171,12386.29314317,38058.94303442134,39595.49276780699,379,16,264,0,64,25446,1,region_165,Internal medicine / pneumology
25457,423341,154.47548644,38652.12994183328,41107.59671458673,340,15,243,3,71,25457,2,region_154,General practicioner
25487,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,25487,2,region_131,General practicioner
25488,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,25488,2,region_108,Internal medicine
25500,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,25500,1,region_179,Internal medicine
25511,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,25511,1,region_159,Internal medicine / pneumology
25518,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,25518,1,region_69,Internal medicine / pneumology
25552,335568,2855.78699663,46290.70308762525,48920.28136064841,173,8,206,1,38,25552,3,region_72,Internal medicine
25566,336953,277.67347298500005,47883.30564409603,49078.800882085445,182,6,180,1,96,25566,1,region_60,Internal medicine / pneumology
25581,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,25581,1,region_7,Internal medicine
25619,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,25619,2,region_69,General practicioner
25651,416240,1932.93465586,44722.7992076565,46614.602815765335,292,12,308,6,90,25651,1,region_48,Internal medicine / pneumology
25653,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,25653,2,region_74,General practicioner
25658,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,25658,3,region_131,Internal medicine
25677,377517,5009.831310565,42745.55931878676,44445.65818379169,250,10,225,3,46,25677,1,region_91,Internal medicine / pneumology
25706,355758,1820.593057845,43284.714982491285,44623.83197198605,260,11,178,2,40,25706,1,region_89,Internal medicine / pneumology
25722,381958,1372.440545005,38799.97238081176,40214.89576209413,315,18,264,2,82,25722,1,region_0,Internal medicine / pneumology
25736,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,25736,1,region_181,Internal medicine / pneumology
25761,347905,193.662319635,58259.42127116629,63608.28150583796,210,11,216,2,77,25761,1,region_180,Internal medicine / pneumology
25786,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,25786,2,region_198,Internal medicine and general practicioner
25788,482893,3898.254462595,38438.67922370908,40617.00756959213,246,17,234,1,54,25788,1,region_188,Internal medicine / pneumology
25790,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,25790,2,region_179,Internal medicine
25798,516859,7269.26011098,36031.93428078067,38376.51658116495,347,12,255,1,85,25798,2,region_54,Internal medicine
25818,307965,173.468130305,38649.24,41105.12,169,21,131,0,44,25818,2,region_9,General practicioner
25836,421215,6568.02313485,36805.53716197213,38484.9273729109,192,6,251,1,69,25836,2,region_104,Internal medicine / pneumology
25860,295956,1878.760803545,40585.45837633292,42669.553031252726,129,13,176,1,42,25860,1,region_172,Internal medicine / pneumology
25867,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,25867,1,region_140,Internal medicine / pneumology
25870,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,25870,1,region_52,Internal medicine / pneumology
25873,369052,3275.78259817,42065.28551441394,43984.385596682885,223,22,262,0,51,25873,1,region_182,Internal medicine / pneumology
25876,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,25876,1,region_68,Internal medicine / pneumology
25908,325691,4155.27444025,37425.22727866324,39046.73439375503,262,7,182,0,46,25908,1,region_51,Internal medicine
25914,329601,1475.592368275,47762.70492140293,49450.83335672065,158,9,196,1,40,25914,2,region_119,Internal medicine / pneumology
25978,370839,1494.73248102,40379.71370238046,42361.48199891709,316,19,228,2,68,25978,1,region_175,Internal medicine / pneumology
25982,355758,1820.593057845,43284.714982491285,44623.83197198605,260,11,178,2,40,25982,1,region_89,Internal medicine / pneumology
26009,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,26009,2,region_147,General practicioner
26018,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,26018,1,region_103,Internal medicine / pneumology
26048,516859,7269.26011098,36031.93428078067,38376.51658116495,347,12,255,1,85,26048,2,region_54,General practicioner
26055,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,26055,2,region_147,Internal medicine
26059,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,26059,2,region_147,Internal medicine
26072,422929,2001.77212193,45812.70908571203,48057.04003321169,176,19,284,2,52,26072,2,region_153,Internal medicine
26082,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,26082,3,region_191,Internal medicine
26104,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,26104,2,region_83,General practicioner
26106,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,26106,2,region_96,Internal medicine
26107,295104,1515.2463563699998,37587.76570942719,39899.804520287806,183,9,149,0,52,26107,1,region_120,Internal medicine
