,hcp,specialty,region,brand,email_type,content_id,no. openings,no. clicks,time_sent,time_last_opened,time_last_clicked
9868,40436,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 17:17:00,2020-08-03 17:17:00,
9870,46859,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 19:17:00,2020-08-03 21:17:00,
9878,52262,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 17:17:00,2020-08-03 17:17:00,
9883,60331,Internal medicine,region_58,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-03 09:29:00,2020-07-03 09:30:00,
9884,60617,Internal medicine / pneumology,region_58,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:24:00,,
9886,60779,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 09:58:00,,
9887,60779,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 19:17:00,,
9888,60779,General practicioner,region_58,brand_2,product_related,a3D6f000000MpT0EAK,0,0,2020-09-01 17:17:00,,
9895,60949,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,1,1,2020-07-02 11:53:00,2020-07-02 13:02:00,2020-07-02 13:02:00
9896,60949,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 18:44:00,2020-08-05 19:42:00,
9904,61956,General practicioner,region_58,brand_2,product_related,a3D6f000000oB9pEAE,2,0,2020-12-11 11:13:00,2020-12-12 16:43:00,
9913,63801,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-03 09:58:00,2020-07-03 09:59:00,
9914,63801,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 17:17:00,2020-08-03 17:17:00,
9916,69529,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 17:17:00,2020-08-04 13:20:00,
9917,69529,Internal medicine,region_58,brand_2,product_related,a3D6f000000MpT0EAK,0,0,2020-08-31 21:20:00,,
9923,75500,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 09:58:00,2020-07-03 13:25:00,
9924,75500,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 17:17:00,2020-08-04 12:11:00,
9930,76723,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 19:17:00,,
9931,76723,Internal medicine,region_58,brand_2,product_related,a3D6f000000MpT0EAK,0,0,2020-09-02 19:17:00,,
9937,77597,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-03 09:49:00,2020-07-03 10:10:00,
9938,77597,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 18:05:00,2020-08-03 18:07:00,
9959,83544,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 19:17:00,2020-08-04 20:36:00,
9975,4697,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-22 10:29:00,2020-07-22 12:23:00,
9977,4912,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-22 10:36:00,2020-09-13 22:02:00,
9980,7291,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 12:11:00,,
9986,8192,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-21 12:54:00,2020-07-22 04:52:00,
9991,10825,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:39:00,,
10013,13342,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-22 10:30:00,2020-07-22 10:34:00,
10015,14270,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:48:00,,
10016,14270,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,1,0,2020-10-20 18:07:00,2020-10-26 10:12:00,
10022,16275,General practicioner,region_59,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-14 10:25:00,,
10023,16275,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-14 10:26:00,,
10031,23580,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,1,0,2020-10-20 18:33:00,2020-10-22 19:13:00,
10034,30094,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-21 12:40:00,,
10035,30094,General practicioner,region_59,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-16 11:11:00,,
10036,30094,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-16 11:12:00,,
10045,32504,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-22 10:27:00,2020-07-22 21:58:00,
10047,34390,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:57:00,,
10053,37472,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-21 12:45:00,2020-07-27 10:40:00,
10054,37472,General practicioner,region_59,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-23 10:56:00,2020-07-27 10:39:00,
10055,37472,General practicioner,region_59,brand_2,product_related,a3D6f000000MxfBEAS,1,0,2020-10-16 11:26:00,2020-10-16 12:01:00,
10056,37472,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-16 11:27:00,,
10065,38744,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 11:44:00,,
10066,38744,General practicioner,region_59,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-16 15:27:00,,
10067,38744,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-16 15:28:00,,
10074,39832,General practicioner,region_59,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-14 10:19:00,,
10075,39832,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-14 10:22:00,,
10085,40071,Internal medicine / pneumology,region_59,brand_2,general,a3D6f0000019jSrEAI,6,1,2020-08-04 09:43:00,2020-09-27 14:49:00,2020-08-05 22:26:00
10095,40473,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10096,40473,General practicioner,region_59,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10097,40473,General practicioner,region_59,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10101,42967,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 12:10:00,,
10113,45087,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 12:00:00,,
10124,51255,Internal medicine / pneumology,region_59,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-05 10:15:00,2020-08-05 15:50:00,
10141,59900,Internal medicine / pneumology,region_59,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:19:00,,
10155,67004,Internal medicine / pneumology,region_59,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-04 09:59:00,2020-08-04 13:48:00,
10166,69393,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,0,0,2020-07-01 12:23:00,,
10171,72447,General practicioner,region_59,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-22 10:34:00,2020-07-23 12:16:00,
10175,73826,Internal medicine / pneumology,region_59,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 11:15:00,,
10194,75854,Internal medicine,region_59,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-14 10:41:00,,
10195,75854,Internal medicine,region_59,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-14 10:43:00,,
10203,82708,General practicioner,region_59,brand_2,product_related,a3D6f0000019fBjEAI,3,0,2020-07-01 11:52:00,2020-07-01 16:24:00,
10204,82708,General practicioner,region_59,brand_2,general,a3D6f0000019jMuEAI,2,1,2020-10-20 18:27:00,2020-10-20 20:38:00,2020-10-20 19:03:00
10214,3227,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 17:37:00,2020-07-02 18:10:00,
10215,3227,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-16 23:11:00,2020-07-17 07:31:00,
10216,3227,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 23:24:00,2020-07-17 07:31:00,
10217,3227,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-06 15:09:00,2020-08-06 16:40:00,
10221,18816,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:31:00,,
10222,18816,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10223,18816,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 23:23:00,2020-09-22 14:39:00,
10224,18816,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,5,0,2020-08-06 15:09:00,2020-08-07 15:35:00,
10229,19875,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10230,19875,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10231,19875,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10232,19875,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10236,19913,Internal medicine / pneumology,region_60,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 07:55:00,2020-07-02 08:03:00,
10238,24344,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 17:37:00,2020-07-03 20:21:00,
10239,24344,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10240,24344,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,1,1,2020-07-16 23:23:00,2020-07-17 08:46:00,2020-07-17 08:47:00
10241,24344,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10245,25395,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:13:00,,
10246,25395,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10247,25395,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10248,25395,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:10:00,,
10252,25566,Internal medicine / pneumology,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 07:56:00,,
10253,25566,Internal medicine / pneumology,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10254,25566,Internal medicine / pneumology,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10255,25566,Internal medicine / pneumology,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10256,25566,Internal medicine / pneumology,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 15:51:00,,
10257,25566,Internal medicine / pneumology,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10264,36486,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10265,36486,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10266,36486,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10267,36486,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10271,43228,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10272,43228,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10273,43228,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10274,43228,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10278,43388,Internal medicine / pneumology,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 07:47:00,,
10279,43388,Internal medicine / pneumology,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 15:12:00,,
10284,56728,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:28:00,,
10285,56728,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10286,56728,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10287,56728,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10291,57695,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:30:00,,
10292,57695,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10293,57695,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10294,57695,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10298,58115,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10299,58115,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10300,58115,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10301,58115,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:10:00,,
10305,59218,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10306,59218,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10307,59218,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10308,59429,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 11:48:00,,
10309,59907,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10310,59907,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10314,60063,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10315,60063,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10316,60063,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10317,60063,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10322,62513,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10323,62513,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10324,62513,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10325,62513,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10329,62678,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10330,62678,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10331,62678,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10332,62678,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:10:00,,
10336,63410,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 17:37:00,2020-07-02 17:37:00,
10337,63410,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,3,0,2020-07-16 23:11:00,2020-07-16 23:12:00,
10338,63410,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 23:23:00,2020-07-16 23:24:00,
10339,65079,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10340,65079,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,2,0,2020-07-16 23:12:00,2020-07-30 15:52:00,
10341,65079,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 23:24:00,2020-07-30 15:52:00,
10342,65079,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-08-06 15:10:00,2020-08-31 22:44:00,
10347,68051,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,3,0,2020-07-16 23:11:00,2020-07-16 23:14:00,
10348,68051,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 23:23:00,2020-07-16 23:23:00,
10349,69792,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 17:26:00,2020-07-02 21:55:00,
10350,69792,Internal medicine,region_60,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-16 23:11:00,2020-07-17 15:12:00,
10351,69792,Internal medicine,region_60,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 23:24:00,2020-07-17 04:29:00,
10352,69792,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-06 15:09:00,2020-08-06 20:43:00,
10357,70706,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10358,70706,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10359,70706,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10360,70706,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10364,70707,General practicioner,region_60,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10365,70707,General practicioner,region_60,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:12:00,,
10366,70707,General practicioner,region_60,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10367,70707,General practicioner,region_60,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-06 15:10:00,2020-08-06 23:20:00,
10371,81924,Internal medicine,region_60,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-03 10:36:00,2020-07-03 17:56:00,
10372,81924,Internal medicine,region_60,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-10 12:29:00,2020-08-10 23:13:00,
10373,81924,Internal medicine,region_60,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-31 15:01:00,2020-08-31 17:42:00,
10375,12725,General practicioner,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10376,12725,General practicioner,region_61,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10377,12725,General practicioner,region_61,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:24:00,,
10378,12725,General practicioner,region_61,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10382,16571,Internal medicine / pneumology,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 12:47:00,,
10383,16778,General practicioner,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10384,16778,General practicioner,region_61,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10385,16778,General practicioner,region_61,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10386,16778,General practicioner,region_61,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10390,16915,Internal medicine,region_61,brand_2,product_related,a3D6f000000MxfBEAS,0,0,2020-10-16 15:24:00,,
10391,16915,Internal medicine,region_61,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-10-16 15:24:00,,
10398,18631,General practicioner,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:12:00,,
10399,18631,General practicioner,region_61,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-16 23:11:00,2020-07-22 17:05:00,
10400,18631,General practicioner,region_61,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 23:23:00,2020-07-17 20:46:00,
10401,18631,General practicioner,region_61,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:10:00,,
10405,21463,General practicioner,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10406,21463,General practicioner,region_61,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10407,21463,General practicioner,region_61,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
10408,21463,General practicioner,region_61,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 15:09:00,,
10412,23406,General practicioner,region_61,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:37:00,,
10413,23406,General practicioner,region_61,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-16 23:11:00,,
10414,23406,General practicioner,region_61,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 23:23:00,,
