hcp,specialty,region,brand,month,channel,count
46322,Internal medicine / pneumology,region_189,brand_2,2020-07,f2f,1
46322,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,2
47340,General practicioner,region_189,brand_2,2020-07,phone,1
50992,Internal medicine,region_189,brand_2,2020-07,phone,1
51666,Internal medicine,region_189,brand_2,2020-07,f2f,1
54078,General practicioner,region_189,brand_2,2020-07,phone,1
59387,Internal medicine,region_189,brand_2,2020-07,phone,1
61591,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
69294,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
70329,General practicioner,region_189,brand_2,2020-07,phone,1
71607,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
79581,Internal medicine / pneumology,region_189,brand_2,2020-07,f2f,1
86449,Pediatrician,region_189,brand_2,2020-07,f2f,1
86450,Internal medicine / pneumology,region_189,brand_2,2020-07,f2f,1
86450,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,2
4855,Internal medicine,region_190,brand_2,2020-07,phone,1
18784,General practicioner,region_190,brand_2,2020-07,phone,1
19078,General practicioner,region_190,brand_2,2020-07,phone,1
19954,General practicioner,region_190,brand_2,2020-07,phone,1
21659,Internal medicine,region_190,brand_2,2020-07,phone,1
26225,General practicioner,region_190,brand_2,2020-07,phone,1
27356,General practicioner,region_190,brand_2,2020-07,phone,1
27499,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
27500,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,3
27978,General practicioner,region_190,brand_2,2020-07,phone,1
28106,General practicioner,region_190,brand_2,2020-07,phone,1
28908,General practicioner,region_190,brand_2,2020-07,phone,1
30244,General practicioner,region_190,brand_2,2020-07,phone,1
30855,Internal medicine,region_190,brand_2,2020-07,phone,1
30932,General practicioner,region_190,brand_2,2020-07,phone,2
30932,General practicioner,region_190,brand_2,2020-07,video,1
32656,General practicioner,region_190,brand_2,2020-07,phone,1
33727,General practicioner,region_190,brand_2,2020-07,phone,1
35203,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
36502,General practicioner,region_190,brand_2,2020-07,phone,1
37336,Internal medicine,region_190,brand_2,2020-07,phone,1
37559,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,3
44128,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
45207,Internal medicine / pneumology,region_190,brand_2,2020-07,f2f,1
45321,Internal medicine,region_190,brand_2,2020-07,phone,1
46102,General practicioner,region_190,brand_2,2020-07,phone,1
53250,General practicioner,region_190,brand_2,2020-07,phone,1
56553,Internal medicine,region_190,brand_2,2020-07,phone,1
56599,General practicioner,region_190,brand_2,2020-07,phone,1
56665,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
57520,General practicioner,region_190,brand_2,2020-07,phone,1
57645,General practicioner,region_190,brand_2,2020-07,phone,1
57800,General practicioner,region_190,brand_2,2020-07,phone,1
61838,General practicioner,region_190,brand_2,2020-07,f2f,1
63041,Internal medicine / pneumology,region_190,brand_2,2020-07,f2f,1
69553,General practicioner,region_190,brand_2,2020-07,phone,1
74231,General practicioner,region_190,brand_2,2020-07,phone,1
78566,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
78567,Internal medicine / pneumology,region_190,brand_2,2020-07,phone,1
80038,General practicioner,region_190,brand_2,2020-07,phone,1
22983,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
23649,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
32378,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
41870,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
53693,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
54001,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,2
54002,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
56652,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
61674,Internal medicine / pneumology,region_191,brand_2,2020-07,f2f,1
70711,Internal medicine,region_191,brand_2,2020-07,f2f,1
86266,Pediatrician,region_191,brand_2,2020-07,f2f,1
86268,Pediatrician,region_191,brand_2,2020-07,f2f,1
86273,Pediatrician,region_191,brand_2,2020-07,f2f,1
18057,Internal medicine / pneumology,region_192,brand_2,2020-07,f2f,1
18057,Internal medicine / pneumology,region_192,brand_2,2020-07,phone,1
22007,Internal medicine / pneumology,region_192,brand_2,2020-07,f2f,2
23088,Internal medicine / pneumology,region_192,brand_2,2020-07,phone,3
23349,General practicioner,region_192,brand_2,2020-07,f2f,1
23482,Internal medicine,region_192,brand_2,2020-07,phone,1
31916,Internal medicine,region_192,brand_2,2020-07,f2f,1
34636,Internal medicine and general practicioner,region_192,brand_2,2020-07,f2f,1
37398,General practicioner,region_192,brand_2,2020-07,f2f,1
38363,Internal medicine,region_192,brand_2,2020-07,f2f,1
38649,Internal medicine,region_192,brand_2,2020-07,phone,1
43794,General practicioner,region_192,brand_2,2020-07,phone,1
45035,Internal medicine,region_192,brand_2,2020-07,f2f,1
46672,General practicioner,region_192,brand_2,2020-07,phone,1
46837,General practicioner,region_192,brand_2,2020-07,f2f,1
47714,General practicioner,region_192,brand_2,2020-07,phone,1
48656,Internal medicine,region_192,brand_2,2020-07,f2f,1
49498,General practicioner,region_192,brand_2,2020-07,f2f,1
55182,Internal medicine,region_192,brand_2,2020-07,f2f,1
55939,General practicioner,region_192,brand_2,2020-07,f2f,1
56343,General practicioner,region_192,brand_2,2020-07,f2f,1
57533,General practicioner,region_192,brand_2,2020-07,f2f,1
59062,General practicioner,region_192,brand_2,2020-07,phone,1
60925,General practicioner,region_192,brand_2,2020-07,f2f,1
60925,General practicioner,region_192,brand_2,2020-07,phone,1
61108,Internal medicine / pneumology,region_192,brand_2,2020-07,f2f,1
61108,Internal medicine / pneumology,region_192,brand_2,2020-07,phone,2
61232,Internal medicine,region_192,brand_2,2020-07,f2f,1
65136,General practicioner,region_192,brand_2,2020-07,f2f,1
67434,Internal medicine,region_192,brand_2,2020-07,f2f,1
68185,Internal medicine / pneumology,region_192,brand_2,2020-07,phone,1
69766,General practicioner,region_192,brand_2,2020-07,f2f,1
70417,General practicioner,region_192,brand_2,2020-07,f2f,1
70417,General practicioner,region_192,brand_2,2020-07,phone,1
76594,General practicioner,region_192,brand_2,2020-07,f2f,1
80172,General practicioner,region_192,brand_2,2020-07,f2f,1
81830,General practicioner,region_192,brand_2,2020-07,f2f,1
81831,General practicioner,region_192,brand_2,2020-07,f2f,1
86825,General practicioner,region_192,brand_2,2020-07,phone,1
86826,Pediatrician,region_192,brand_2,2020-07,f2f,1
86826,Pediatrician,region_192,brand_2,2020-07,phone,1
86827,Pediatrician,region_192,brand_2,2020-07,f2f,1
86827,Pediatrician,region_192,brand_2,2020-07,phone,1
86828,General practicioner,region_192,brand_2,2020-07,f2f,1
86829,Pediatrician,region_192,brand_2,2020-07,phone,1
14284,General practicioner,region_193,brand_2,2020-07,f2f,1
23622,General practicioner,region_193,brand_2,2020-07,f2f,1
28303,Internal medicine / pneumology,region_193,brand_2,2020-07,f2f,1
35200,Internal medicine / pneumology,region_193,brand_2,2020-07,f2f,1
35200,Internal medicine / pneumology,region_193,brand_2,2020-07,phone,1
38476,Internal medicine,region_193,brand_2,2020-07,phone,1
38656,Internal medicine,region_193,brand_2,2020-07,phone,1
42223,General practicioner,region_193,brand_2,2020-07,f2f,1
42362,General practicioner,region_193,brand_2,2020-07,f2f,1
43842,General practicioner,region_193,brand_2,2020-07,phone,1
44109,Internal medicine,region_193,brand_2,2020-07,phone,1
45200,General practicioner,region_193,brand_2,2020-07,phone,1
45975,General practicioner,region_193,brand_2,2020-07,f2f,1
45975,General practicioner,region_193,brand_2,2020-07,phone,1
46867,General practicioner,region_193,brand_2,2020-07,f2f,1
46867,General practicioner,region_193,brand_2,2020-07,phone,1
51084,Internal medicine,region_193,brand_2,2020-07,phone,1
52912,General practicioner,region_193,brand_2,2020-07,f2f,1
53174,Internal medicine,region_193,brand_2,2020-07,phone,1
54706,Internal medicine / pneumology,region_193,brand_2,2020-07,f2f,1
55893,General practicioner,region_193,brand_2,2020-07,f2f,1
55893,General practicioner,region_193,brand_2,2020-07,phone,1
56819,General practicioner,region_193,brand_2,2020-07,f2f,3
58514,General practicioner,region_193,brand_2,2020-07,phone,1
60573,General practicioner,region_193,brand_2,2020-07,phone,1
63504,General practicioner,region_193,brand_2,2020-07,phone,1
65639,General practicioner,region_193,brand_2,2020-07,f2f,1
65639,General practicioner,region_193,brand_2,2020-07,phone,1
69996,Internal medicine / pneumology,region_193,brand_2,2020-07,phone,1
86849,General practicioner,region_193,brand_2,2020-07,f2f,2
641,General practicioner,region_194,brand_2,2020-07,f2f,1
14349,Internal medicine,region_194,brand_2,2020-07,f2f,1
16753,General practicioner,region_194,brand_2,2020-07,f2f,1
16859,Internal medicine / pneumology,region_194,brand_2,2020-07,f2f,1
18488,Internal medicine,region_194,brand_2,2020-07,f2f,1
18601,Internal medicine,region_194,brand_2,2020-07,f2f,1
19026,Internal medicine,region_194,brand_2,2020-07,f2f,1
21433,Internal medicine / pneumology,region_194,brand_2,2020-07,f2f,2
23692,General practicioner,region_194,brand_2,2020-07,f2f,1
23718,Internal medicine,region_194,brand_2,2020-07,f2f,1
24136,General practicioner,region_194,brand_2,2020-07,f2f,1
26874,Internal medicine / pneumology,region_194,brand_2,2020-07,f2f,1
26891,Internal medicine,region_194,brand_2,2020-07,f2f,1
32874,General practicioner,region_194,brand_2,2020-07,f2f,1
37780,General practicioner,region_194,brand_2,2020-07,f2f,1
37963,General practicioner,region_194,brand_2,2020-07,f2f,1
41992,Internal medicine,region_194,brand_2,2020-07,f2f,1
43808,General practicioner,region_194,brand_2,2020-07,f2f,1
45935,General practicioner,region_194,brand_2,2020-07,f2f,1
48260,Internal medicine,region_194,brand_2,2020-07,f2f,1
48843,Internal medicine,region_194,brand_2,2020-07,f2f,1
48935,Internal medicine / pneumology,region_194,brand_2,2020-07,f2f,1
50084,General practicioner,region_194,brand_2,2020-07,f2f,1
50275,General practicioner,region_194,brand_2,2020-07,f2f,1
52620,General practicioner,region_194,brand_2,2020-07,f2f,1
52740,Internal medicine,region_194,brand_2,2020-07,f2f,1
53129,Internal medicine / pneumology,region_194,brand_2,2020-07,f2f,1
53153,General practicioner,region_194,brand_2,2020-07,f2f,1
53507,General practicioner,region_194,brand_2,2020-07,f2f,1
53772,General practicioner,region_194,brand_2,2020-07,f2f,1
54941,Internal medicine,region_194,brand_2,2020-07,f2f,1
55413,General practicioner,region_194,brand_2,2020-07,f2f,1
71973,General practicioner,region_194,brand_2,2020-07,f2f,1
73399,Internal medicine,region_194,brand_2,2020-07,f2f,1
73897,General practicioner,region_194,brand_2,2020-07,f2f,1
79007,General practicioner,region_194,brand_2,2020-07,f2f,1
80218,General practicioner,region_194,brand_2,2020-07,f2f,1
82745,General practicioner,region_194,brand_2,2020-07,f2f,1
83310,Internal medicine,region_194,brand_2,2020-07,f2f,1
86460,Pediatrician,region_194,brand_2,2020-07,f2f,1
23746,General practicioner,region_195,brand_2,2020-07,f2f,1
25200,General practicioner,region_195,brand_2,2020-07,f2f,1
28788,General practicioner,region_195,brand_2,2020-07,f2f,1
29147,Internal medicine / pneumology,region_195,brand_2,2020-07,f2f,1
39160,General practicioner,region_195,brand_2,2020-07,f2f,1
72626,General practicioner,region_195,brand_2,2020-07,f2f,1
87070,General practicioner,region_195,brand_2,2020-07,f2f,1
87071,Pediatrician,region_195,brand_2,2020-07,f2f,1
875,General practicioner,region_196,brand_2,2020-07,f2f,1
875,General practicioner,region_196,brand_2,2020-07,phone,1
1488,General practicioner,region_196,brand_2,2020-07,f2f,1
4737,General practicioner,region_196,brand_2,2020-07,f2f,1
4737,General practicioner,region_196,brand_2,2020-07,phone,3
12893,Internal medicine / pneumology,region_196,brand_2,2020-07,f2f,1
12893,Internal medicine / pneumology,region_196,brand_2,2020-07,phone,2
14663,Internal medicine,region_196,brand_2,2020-07,f2f,1
14663,Internal medicine,region_196,brand_2,2020-07,phone,1
15011,General practicioner,region_196,brand_2,2020-07,f2f,1
27257,General practicioner,region_196,brand_2,2020-07,f2f,1
31851,Internal medicine,region_196,brand_2,2020-07,f2f,1
32889,General practicioner,region_196,brand_2,2020-07,f2f,1
32933,General practicioner,region_196,brand_2,2020-07,f2f,1
33585,General practicioner,region_196,brand_2,2020-07,f2f,1
33899,General practicioner,region_196,brand_2,2020-07,f2f,1
34197,General practicioner,region_196,brand_2,2020-07,f2f,1
35014,General practicioner,region_196,brand_2,2020-07,f2f,2
35082,General practicioner,region_196,brand_2,2020-07,phone,1
35480,Internal medicine / pneumology,region_196,brand_2,2020-07,f2f,1
35480,Internal medicine / pneumology,region_196,brand_2,2020-07,phone,1
37546,General practicioner,region_196,brand_2,2020-07,f2f,1
39527,Internal medicine / pneumology,region_196,brand_2,2020-07,phone,2
40400,General practicioner,region_196,brand_2,2020-07,f2f,2
40400,General practicioner,region_196,brand_2,2020-07,phone,3
40750,General practicioner,region_196,brand_2,2020-07,f2f,2
41312,General practicioner,region_196,brand_2,2020-07,f2f,1
41312,General practicioner,region_196,brand_2,2020-07,phone,1
43404,Internal medicine,region_196,brand_2,2020-07,f2f,1
46245,General practicioner,region_196,brand_2,2020-07,f2f,1
46956,General practicioner,region_196,brand_2,2020-07,f2f,1
47940,Internal medicine,region_196,brand_2,2020-07,phone,1
48594,General practicioner,region_196,brand_2,2020-07,f2f,1
48651,General practicioner,region_196,brand_2,2020-07,f2f,1
51420,Internal medicine,region_196,brand_2,2020-07,f2f,2
54602,General practicioner,region_196,brand_2,2020-07,f2f,1
55405,General practicioner,region_196,brand_2,2020-07,f2f,1
55474,Internal medicine,region_196,brand_2,2020-07,f2f,1
55474,Internal medicine,region_196,brand_2,2020-07,phone,1
58418,General practicioner,region_196,brand_2,2020-07,f2f,1
58722,Internal medicine,region_196,brand_2,2020-07,f2f,1
58973,General practicioner,region_196,brand_2,2020-07,f2f,1
60214,Internal medicine,region_196,brand_2,2020-07,f2f,1
60214,Internal medicine,region_196,brand_2,2020-07,phone,1
60883,Internal medicine,region_196,brand_2,2020-07,f2f,1
61223,General practicioner,region_196,brand_2,2020-07,phone,1
61268,General practicioner,region_196,brand_2,2020-07,f2f,1
61268,General practicioner,region_196,brand_2,2020-07,phone,1
62360,General practicioner,region_196,brand_2,2020-07,f2f,1
63780,General practicioner,region_196,brand_2,2020-07,f2f,1
63780,General practicioner,region_196,brand_2,2020-07,phone,2
64931,General practicioner,region_196,brand_2,2020-07,f2f,1
64931,General practicioner,region_196,brand_2,2020-07,phone,1
65548,General practicioner,region_196,brand_2,2020-07,f2f,1
66415,General practicioner,region_196,brand_2,2020-07,f2f,1
66415,General practicioner,region_196,brand_2,2020-07,phone,1
66457,General practicioner,region_196,brand_2,2020-07,f2f,1
66556,General practicioner,region_196,brand_2,2020-07,f2f,1
66556,General practicioner,region_196,brand_2,2020-07,phone,3
66986,General practicioner,region_196,brand_2,2020-07,f2f,2
66986,General practicioner,region_196,brand_2,2020-07,phone,2
74565,General practicioner,region_196,brand_2,2020-07,f2f,1
77489,General practicioner,region_196,brand_2,2020-07,f2f,1
78943,General practicioner,region_196,brand_2,2020-07,f2f,1
79137,General practicioner,region_196,brand_2,2020-07,f2f,1
79137,General practicioner,region_196,brand_2,2020-07,phone,1
80778,General practicioner,region_196,brand_2,2020-07,f2f,1
80778,General practicioner,region_196,brand_2,2020-07,phone,1
81012,Internal medicine,region_196,brand_2,2020-07,f2f,1
82631,Internal medicine,region_196,brand_2,2020-07,f2f,1
82631,Internal medicine,region_196,brand_2,2020-07,phone,2
82762,General practicioner,region_196,brand_2,2020-07,f2f,1
83518,General practicioner,region_196,brand_2,2020-07,f2f,1
85020,General practicioner,region_196,brand_2,2020-07,f2f,1
86774,Internal medicine,region_196,brand_2,2020-07,f2f,1
86778,Internal medicine,region_196,brand_2,2020-07,f2f,1
32560,Internal medicine / pneumology,region_197,brand_2,2020-07,f2f,1
40500,Internal medicine / pneumology,region_197,brand_2,2020-07,f2f,2
